#		column(i)		row(j)			I_x
0		0		0.81349
1		0		0.71538
2		0		0.54081
3		0		-0.45082
4		0		0.34426
5		0		0.45135
6		0		-0.54442
7		0		0.29659
8		0		0.43507
9		0		-0.5579
10		0		0.28967
11		0		0.43353
12		0		-0.55876
13		0		0.29023
14		0		0.43533
15		0		-0.5568
16		0		0.29255
17		0		0.43775
18		0		-0.55429
19		0		0.29517
20		0		0.44019
21		0		-0.55176
22		0		0.2977
23		0		0.44256
24		0		-0.54932
25		0		0.30002
26		0		0.44465
27		0		-0.54717
28		0		0.30219
29		0		0.44656
30		0		-0.54528
31		0		0.30407
32		0		0.44824
33		0		-0.54357
34		0		0.30576
35		0		0.44975
36		0		-0.54204
37		0		0.30725
38		0		0.45106
39		0		-0.54068
40		0		0.30854
41		0		0.45224
42		0		-0.53949
43		0		0.30971
44		0		0.45325
45		0		-0.5385
46		0		0.31066
47		0		0.45409
48		0		-0.53756
49		0		0.31153
50		0		0.45484
51		0		-0.53689
52		0		0.3122
53		0		0.45542
54		0		-0.53633
55		0		0.3127
56		0		0.45578
57		0		-0.53591
58		0		0.31305
59		0		0.45604
60		0		-0.53564
61		0		0.31326
62		0		0.45619
63		0		-0.53556
64		0		0.31329
65		0		0.45616
66		0		-0.53562
67		0		0.31323
68		0		0.45601
69		0		-0.53582
70		0		0.31298
71		0		0.45566
72		0		-0.53614
73		0		0.31256
74		0		0.45525
75		0		-0.53656
76		0		0.31216
77		0		0.45475
78		0		-0.53711
79		0		0.31157
80		0		0.45423
81		0		-0.53768
82		0		0.31094
83		0		0.45358
84		0		-0.53834
85		0		0.31023
86		0		0.45292
87		0		-0.53902
88		0		0.30957
89		0		0.45235
90		0		-0.53962
91		0		0.30901
92		0		0.45185
93		0		-0.54006
94		0		0.30863
95		0		0.45171
96		0		-0.54014
97		0		0.30887
98		0		0.45259
99		0		-0.53917
100		0		0.3107
101		0		0.45631
102		0		-0.53461
103		0		0.31823
104		0		0.47254
105		0		-0.51426
106		0		0.35713
107		0		0.58143
108		0		-0.34073
109		0		0.58245
110		0		0.35991
111		0		-0.51034
112		0		0.47674
113		0		0.32442
114		0		-0.52752
115		0		0.46345
116		0		0.31932
117		0		-0.52999
118		0		0.46152
119		0		0.31878
120		0		-0.53015
121		0		0.46147
122		0		0.31887
123		0		-0.53007
124		0		0.46159
125		0		0.31894
126		0		-0.52994
127		0		0.46166
128		0		0.31904
129		0		-0.52988
130		0		0.4617
131		0		0.31914
132		0		-0.52983
133		0		0.46175
134		0		0.31915
135		0		-0.52974
136		0		0.46182
137		0		0.31924
138		0		-0.52969
139		0		0.46186
140		0		0.31922
141		0		-0.52973
142		0		0.46184
143		0		0.31912
144		0		-0.52986
145		0		0.46168
146		0		0.31886
147		0		-0.53019
148		0		0.46146
149		0		0.3185
150		0		-0.53058
151		0		0.46095
152		0		0.31795
153		0		-0.5312
154		0		0.4603
155		0		0.31716
156		0		-0.53202
157		0		0.45951
158		0		0.31618
159		0		-0.5331
160		0		0.45842
161		0		0.31492
162		0		-0.53442
163		0		0.45713
164		0		0.3134
165		0		-0.53602
166		0		0.45555
167		0		0.31165
168		0		-0.53788
169		0		0.4537
170		0		0.30956
171		0		-0.54006
172		0		0.45154
173		0		0.30714
174		0		-0.54254
175		0		0.44913
176		0		0.30439
177		0		-0.54536
178		0		0.44632
179		0		0.30127
180		0		-0.54848
181		0		0.44329
182		0		0.29793
183		0		-0.55172
184		0		0.44026
185		0		0.29501
186		0		-0.55445
187		0		0.43766
188		0		0.29349
189		0		-0.55446
190		0		0.43836
191		0		0.29953
192		0		-0.54197
193		0		0.4537
194		0		0.3461
195		0		-0.44943
196		0		0.5424
197		0		0.71636
198		0		0.81386

0		1		-0.098077
1		1		-0.93995
2		1		-0.00063573
3		1		0.89078
4		1		-0.80385
5		1		-0.042049
6		1		0.90534
7		1		-0.80485
8		1		-0.055365
9		1		0.90467
10		1		-0.80528
11		1		-0.057193
12		1		0.90548
13		1		-0.80397
14		1		-0.055872
15		1		0.90691
16		1		-0.80214
17		1		-0.053846
18		1		0.90845
19		1		-0.80033
20		1		-0.051696
21		1		0.90991
22		1		-0.79861
23		1		-0.049661
24		1		0.91126
25		1		-0.797
26		1		-0.047808
27		1		0.91249
28		1		-0.7956
29		1		-0.046138
30		1		0.91352
31		1		-0.7943
32		1		-0.044667
33		1		0.91448
34		1		-0.79319
35		1		-0.043367
36		1		0.91532
37		1		-0.79218
38		1		-0.042131
39		1		0.91603
40		1		-0.7913
41		1		-0.041148
42		1		0.91668
43		1		-0.79052
44		1		-0.040253
45		1		0.91724
46		1		-0.78985
47		1		-0.039533
48		1		0.9177
49		1		-0.78928
50		1		-0.038826
51		1		0.9181
52		1		-0.78888
53		1		-0.038275
54		1		0.9184
55		1		-0.7885
56		1		-0.037888
57		1		0.91861
58		1		-0.78825
59		1		-0.037673
60		1		0.91874
61		1		-0.78817
62		1		-0.037513
63		1		0.91876
64		1		-0.78815
65		1		-0.037459
66		1		0.91873
67		1		-0.78817
68		1		-0.037544
69		1		0.91862
70		1		-0.78837
71		1		-0.037676
72		1		0.91839
73		1		-0.78866
74		1		-0.038053
75		1		0.91815
76		1		-0.78896
77		1		-0.038429
78		1		0.91786
79		1		-0.78935
80		1		-0.038881
81		1		0.91754
82		1		-0.78983
83		1		-0.039374
84		1		0.91715
85		1		-0.7903
86		1		-0.039931
87		1		0.91678
88		1		-0.79075
89		1		-0.040413
90		1		0.91645
91		1		-0.7912
92		1		-0.040994
93		1		0.91619
94		1		-0.7915
95		1		-0.041302
96		1		0.91614
97		1		-0.79134
98		1		-0.041461
99		1		0.91668
100		1		-0.79046
101		1		-0.041055
102		1		0.91879
103		1		-0.78744
104		1		-0.041765
105		1		0.92462
106		1		-0.78319
107		1		-0.076504
108		1		0.99663
109		1		-0.074572
110		1		-0.78168
111		1		0.92647
112		1		-0.036853
113		1		-0.78328
114		1		0.92253
115		1		-0.03405
116		1		-0.78447
117		1		0.92168
118		1		-0.033359
119		1		-0.78448
120		1		0.92171
121		1		-0.033092
122		1		-0.78429
123		1		0.92179
124		1		-0.033094
125		1		-0.7842
126		1		0.92186
127		1		-0.032992
128		1		-0.7842
